X,Y,OBJECTID,vendor_number,name,dba,address_1,address_2,address_city,address_state,address_zip,start_date,exp_date,entity,business_type,cbe_mbe,cbe_wbe,cbe_dbe,dvbe,in_lac,sup_dist,spa
6419131.95689139,1846362.73734106,91,201337,"DOM DINIS CELLARS, LLC",,11707 W SUNSET BLVD,APT 16,LOS ANGELES,CA,90049-2944,2021/04/22 00:00:00+00,2023/04/30 00:00:00+00,Limited Liability Company,Wholesale,No,Yes,No,No,Yes,District 3,SPA 5 - West
6431764.90537871,1823272.74218257,92,196764,JUN TANG,,3970 GRAND VIEW BLVD,APT 23,LOS ANGELES,CA,90066-4563,2020/06/19 00:00:00+00,2022/06/20 00:00:00+00,Sole Proprietorships,Services,Yes,No,No,No,Yes,District 3,SPA 5 - West
6455842.34410039,1879526.97022507,93,187354,"VETUP, LLC",,4321 W KLING ST,APT 24,BURBANK,CA,91505-3738,2021/05/23 00:00:00+00,2022/01/31 00:00:00+00,,,No,No,No,Yes,Yes,District 5,SPA 2 - San Fernando
6377822.97389272,1892619.6753388,94,200145,MARITESS C DULCE,LIKELY ANGELZ,6644 GLADE AVE,APT 225,WOODLAND HLS,CA,91303-2578,2021/01/21 00:00:00+00,2023/01/31 00:00:00+00,Sole Proprietorships,Retail,Yes,Yes,No,No,Yes,District 3,SPA 2 - San Fernando
6483655.71760739,1878380.67232081,95,117642,KENNARD  DEVELOPMENT GROUP,KDG CONSTRUCTION CONSULTING,"520 NORTH CENTRAL AVENUE, SUITE 715",,GLENDALE,CA,91203,2020/08/10 00:00:00+00,2022/08/10 00:00:00+00,Corporation,Services,Yes,Yes,No,No,Yes,District 5,SPA 2 - San Fernando
6412550.43757413,1826193.31442539,96,198637,CJ PROPERTY SOLUTIONS LLC,,1725 OCEAN AVE,APT 317,SANTA MONICA,CA,90401-3536,2020/10/21 00:00:00+00,2022/10/31 00:00:00+00,Limited Liability Company,Contractors / Construction,Yes,Yes,No,No,Yes,District 3,SPA 5 - West
6443984.41571656,1849538.72803631,97,193340,GRACE & STEEL ASSOCIATES LLC,,142 S WETHERLY DR,APT 208,LOS ANGELES,CA,90048-2928,2019/11/08 00:00:00+00,2021/11/08 00:00:00+00,Limited Liability Company,Services,Yes,Yes,No,No,Yes,District 3,SPA 4 - Metro
6380115.75080322,1881823.97153656,98,193557,"MADISON, INC.",DBA KAREN SOMERS & COMPANY,5137 MEDINA RD,,WOODLAND HILLS,CA,91364,2019/11/08 00:00:00+00,2021/11/08 00:00:00+00,Corporation,Services,No,Yes,No,No,Yes,District 3,SPA 2 - San Fernando
6377914.73059897,1884612.05323073,99,193895,"NORTH HILLS HEALTH, LLC",,22044 CLARENDON ST,APT 328,WOODLAND HLS,CA,91367-6384,2019/12/09 00:00:00+00,2021/12/09 00:00:00+00,Limited Liability Company,Food Service,Yes,Yes,No,No,Yes,District 3,SPA 2 - San Fernando
6509409.75665039,1737414.45490998,100,200651,PUNCH CREATIONS LLC,,1633 E 1ST ST,APT 5,LONG BEACH,CA,90802-5939,2021/03/04 00:00:00+00,2023/03/31 00:00:00+00,Limited Liability Company,Services,No,Yes,No,No,Yes,District 4,SPA 8 - South Bay
6449982.47786738,1812823.44779247,101,193729,KIANA SHAW ENTERPRISES LLC,,906 VICTOR AVE,APT 4,INGLEWOOD,CA,90302-3584,2020/06/30 00:00:00+00,2022/06/30 00:00:00+00,,,Yes,Yes,No,No,Yes,District 2,SPA 8 - South Bay
6453888.25450464,1842774.0765394,102,192665,PCW 123 COMMUNICATIONS INC,,1104 MASSELIN AVE,APT 7,LOS ANGELES,CA,90019-2560,2020/07/21 00:00:00+00,2022/07/31 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 2,SPA 4 - Metro
6516757.46373972,1778356.9967124,103,191754,GRANT WRITING AT ITS FINEST CONSULTING LLC,,17050 PASSAGE AVE,APT 8,BELLFLOWER,CA,90706-5543,2019/09/13 00:00:00+00,2021/09/13 00:00:00+00,Limited Liability Company,Services,Yes,Yes,No,No,Yes,District 4,SPA 7 - East
6443305.94266406,1813806.9573084,104,193860,TEN DOWNING ROYALE MEDIA LLC,,6040 CENTER DR,APT 400,LOS ANGELES,CA,90045-2468,2019/12/17 00:00:00+00,2021/12/17 00:00:00+00,Limited Liability Company,Services,Yes,Yes,No,No,Yes,District 2,SPA 5 - West
6469232.87210931,1843069.36072573,105,195022,ZERO1 AGENCY LLC,,840 S HOBART BLVD,APT 603,LOS ANGELES,CA,90005-2700,2020/03/17 00:00:00+00,2022/03/17 00:00:00+00,Limited Liability Company,Services,Yes,No,No,No,Yes,District 2,SPA 4 - Metro
6413197.49730363,1835570.43215406,106,191894,"HORATIUS GROUP, LLC",,828 19TH ST,APT A,SANTA MONICA,CA,90403-6701,2019/07/30 00:00:00+00,2022/07/23 00:00:00+00,Limited Liability Company,Wholesale,No,No,No,Yes,Yes,District 3,SPA 5 - West
6637792.12882213,1861367.18371005,107,186069,ERNAN HERNANDEZ,MECHANICAL POWER SOLUTIONS,3262 N GAREY AVE UNIT 287,,POMONA,CA,91767-1308,2020/08/28 00:00:00+00,2022/06/30 00:00:00+00,Sole Proprietorships,Services,No,No,No,Yes,Yes,District 1,SPA 3 - San Gabriel
6444516.96189556,1829220.24045815,108,195894,"WHY ARCHITECTURE WORKSHOP, INC",,9520 JEFFERSON BLVD,C,CULVER CITY,CA,90232-2941,2020/07/22 00:00:00+00,2022/07/31 00:00:00+00,Corporation,Landscaping & Gardening,Yes,No,No,No,Yes,District 2,SPA 5 - West
6399750.99565339,1913562.15215456,109,196973,ZEE TECHS,,9830 RESEDA BLVD,B308,NORTHRIDGE,CA,91324-2060,2020/06/22 00:00:00+00,2022/06/22 00:00:00+00,Sole Proprietorships,Retail,Yes,No,No,No,Yes,District 3,SPA 2 - San Fernando
6516914.88534088,1838118.40442032,110,199711,JOSE FUENTES,PRINT PLANET,1291 COLLEGE VIEW DR,APT C,MONTEREY PARK,CA,91754-6129,2020/12/09 00:00:00+00,2022/12/31 00:00:00+00,Sole Proprietorships,Services,Yes,No,No,No,Yes,District 1,SPA 3 - San Gabriel
6400648.18578814,1962617.85981722,111,180622,SOONER TRUCKING LLC,,24737 WALNUT ST,P.O BOX 801315,SANTA CLARITA,CA,91321-0000,2020/11/10 00:00:00+00,2022/05/31 00:00:00+00,,,No,No,No,Yes,Yes,District 5,SPA 2 - San Fernando
6481896.25459088,1840936.12713131,112,190868,"DIVERSIFIED PRODUCTION SERVICES, INC.",,1055 W 7TH ST,PH 33,LOS ANGELES,CA,90017-2528,2019/08/13 00:00:00+00,2021/08/13 00:00:00+00,,,Yes,No,No,No,Yes,District 1,SPA 4 - Metro
6521856.7629243,1877321.30009572,113,100595,"GATEWAY SCIENCE & ENGINEERING,INC.",,300 N LAKE AVE,FL 12,PASADENA,CA,91101-4163,2021/06/07 00:00:00+00,2023/01/31 00:00:00+00,Corporation,Services,Yes,No,No,No,Yes,District 5,SPA 3 - San Gabriel
6484819.09979506,1840734.41657673,114,188151,"ACCURATE COMMUNICATION, INC.",,555 W 5TH ST,FLOOR 35,LOS ANGELES,CA,90013,2019/10/16 00:00:00+00,2021/10/31 00:00:00+00,Corporation,Services,Yes,Yes,No,No,Yes,District 1,SPA 4 - Metro
6388967.43519956,1899285.3769024,115,200418,"LION MEDICAL WASTE, LLC.",,7657 WINNETKA AVE,PO BOX 339,WINNETKA,CA,91306-2677,2021/03/30 00:00:00+00,2023/03/31 00:00:00+00,Limited Liability Company,Services,Yes,Yes,No,No,Yes,District 3,SPA 2 - San Fernando
6392279.74419172,1976520.44323248,116,198290,"MEDMOVE CONSULTING, LLC",,24355 CREEKSIDE RD,PO 800794,SANTA CLARITA,CA,91380-7000,2020/09/17 00:00:00+00,2022/09/17 00:00:00+00,,,Yes,No,No,No,Yes,District 5,SPA 2 - San Fernando
6502275.56783481,1747029.2224258,117,190736,QUEENS NOTARY AND TAX SOLUTIONS LLC,,1959 CEDAR AVE,NO 3,LONG BEACH,CA,90806-5342,2019/09/23 00:00:00+00,2021/09/23 00:00:00+00,Limited Liability Company,Health Care,Yes,Yes,Yes,No,Yes,District 4,SPA 8 - South Bay
6603250.49318114,1848750.39562348,118,159611,NEXXSOL CORPORATION,,1338 CENTER COURT DR,STE 101,COVINA,CA,91724-3681,2020/06/03 00:00:00+00,2022/06/30 00:00:00+00,,,No,Yes,No,No,Yes,District 1,SPA 3 - San Gabriel
6540517.58879155,1875674.89459589,119,56356,"CABRINHA, HEARN & ASSOCIATES",,3814 E COLORADO BLVD,STE 101,PASADENA,CA,91107-3956,2021/04/25 00:00:00+00,2023/04/24 00:00:00+00,Corporation,Services,No,No,Yes,No,Yes,District 5,SPA 3 - San Gabriel
6615041.93318088,1868563.31334664,120,125979,"PBS ENGINEERS, INC.",,2100 E ROUTE 66,STE 101,GLENDORA,CA,91740,2019/08/20 00:00:00+00,2021/08/20 00:00:00+00,,,Yes,No,Yes,No,Yes,District 5,SPA 3 - San Gabriel
6334750.43799073,1875368.77644172,121,112809,SEQUOIA FINANCIAL SERVICES,,28632 ROADSIDE DRIVE,STE 110,AGOURA HILLS,CA,91301,2019/10/04 00:00:00+00,2021/10/04 00:00:00+00,Corporation,Services,Yes,Yes,No,No,Yes,District 3,SPA 2 - San Fernando
6544952.29514521,1868270.28965448,122,165552,STEPHEN WIDJAJA,VOOTWERK,713 W. DUARTE ROAD SUITE G150,,ARCADIA,CA,91007,2019/10/04 00:00:00+00,2021/08/13 00:00:00+00,Sole Proprietorships,Services,Yes,No,No,No,Yes,District 5,SPA 3 - San Gabriel
6472810.97748588,1844935.91309498,123,111082,DSH,,3250 WILSHIRE BLVD,STE 1105,LOS ANGELES,CA,90010-1513,2021/03/30 00:00:00+00,2023/03/31 00:00:00+00,,,No,Yes,No,No,Yes,District 2,SPA 4 - Metro
6421632.91744064,1840365.71619864,124,188928,DESANTI,,11755 WILSHIRE BLVD,STE 1250,LOS ANGELES,CA,90025-1540,2019/11/15 00:00:00+00,2021/11/15 00:00:00+00,,,Yes,No,Yes,No,Yes,District 3,SPA 5 - West
6445477.98031472,1802849.55468257,125,164311,CMTS LLC,,5777 W CENTURY BLVD,STE 1105,LOS ANGELES,CA,90045,2020/05/07 00:00:00+00,2022/05/07 00:00:00+00,Limited Liability Company,Services,Yes,No,Yes,No,Yes,District 2,SPA 5 - West
6449532.27666806,1873673.05903265,126,186019,NOHO CONSTRUCTORS,,11012 VENTURA BLVD,STE 1259,STUDIO CITY,CA,91604-3546,2019/10/23 00:00:00+00,2021/09/30 00:00:00+00,,,No,No,No,Yes,Yes,District 5,SPA 2 - San Fernando
6553212.5821023,1780334.75489597,127,56594,BAINBRIDGE ENVIRONMENTAL CONSULTANT INC,,14251 FIRESTONE BLVD,STE 140,LA MIRADA,CA,90638-5525,2021/05/12 00:00:00+00,2027/08/26 00:00:00+00,,,Yes,No,Yes,No,Yes,District 4,SPA 7 - East
6442055.81261839,1831454.82621206,128,61778,"CODEBUSTERS, INC.",,9415 CULVER BLVD,STE 140,CULVER CITY,CA,90232,2020/07/02 00:00:00+00,2022/07/31 00:00:00+00,Corporation,Services,Yes,No,No,No,Yes,District 2,SPA 5 - West
6484714.9572868,1878605.65415432,129,118955,"LKG-CMC, INC.",,550 N BRAND BLVD,STE 1660,GLENDALE,CA,91203,2020/01/24 00:00:00+00,2022/01/07 00:00:00+00,Corporation,Services,No,Yes,Yes,No,Yes,District 5,SPA 2 - San Fernando
6489615.78573972,1838822.54769707,130,192006,"QUANTASY, LLC",,312 S ALAMEDA ST,STE 102A,LOS ANGELES,CA,90013-1706,2019/10/04 00:00:00+00,2021/10/04 00:00:00+00,Limited Liability Company,Services,Yes,No,No,No,Yes,District 1,SPA 4 - Metro
6502996.07754864,1737851.28376073,131,176203,"BUILDING NETWORKS, INC.",,111 W OCEAN BLVD,STE 1230,LONG BEACH,CA,90802-4645,2019/10/21 00:00:00+00,2024/05/31 00:00:00+00,,,Yes,No,Yes,No,Yes,District 4,SPA 8 - South Bay
6483177.2871338,1840344.91210639,132,109274,"IMPACT SCIENCES, INC",,811 W 7TH ST,STE 200,LOS ANGELES,CA,90017-3413,2020/08/07 00:00:00+00,2022/08/07 00:00:00+00,,,No,No,Yes,No,Yes,District 1,SPA 4 - Metro
6408701.74415605,1916425.31473531,133,115594,WAGNER ENGINEERING & SURVEY INC,,17134 DEVONSHIRE ST,STE 200,NORTHRIDGE,CA,91325-1601,2020/08/28 00:00:00+00,2022/08/31 00:00:00+00,Corporation,Services,No,Yes,Yes,No,Yes,District 3,SPA 2 - San Fernando
6424920.40725672,1905772.09719664,134,149209,IPI CONSTRUCTION,,14673 PARTHENIA ST,STE 200,PANORAMA CITY,CA,91402,2020/07/17 00:00:00+00,2022/07/31 00:00:00+00,Corporation,Contractors / Construction,Yes,No,Yes,No,Yes,District 3,SPA 2 - San Fernando
6517242.25640531,1875667.85753648,135,200318,SANCHEZ MEDIA LLC,,177 E COLORADO BLVD,STE 200,PASADENA,CA,91105-1955,2021/02/22 00:00:00+00,2023/02/28 00:00:00+00,Limited Liability Company,Services,Yes,No,Yes,No,Yes,District 5,SPA 3 - San Gabriel
6456488.0767328,1883915.02148831,136,189440,FIRE STARTER STUDIOS,,1023 N HOLLYWOOD WAY,STE 202,BURBANK,CA,91505-2542,2021/01/23 00:00:00+00,2023/01/31 00:00:00+00,Limited Liability Company,Services,No,Yes,Yes,No,Yes,District 5,SPA 2 - San Fernando
6427276.67255731,1972170.42667006,137,193215,ALMEGA ANALYTIX LLC,,27513 MARTA LN,STE 202,SANTA CLARITA,CA,91387-6570,2019/10/31 00:00:00+00,2021/10/31 00:00:00+00,Limited Liability Company,Services,Yes,Yes,Yes,No,Yes,District 5,SPA 2 - San Fernando
6521596.46521655,1885363.24857873,138,511191,THE R.E.M. ENGINEERING CO INC,,1575 N LAKE AVE,STE 204,PASADENA,CA,91104-2340,2021/01/14 00:00:00+00,2022/02/28 00:00:00+00,Corporation,Services,No,No,No,Yes,Yes,District 5,SPA 3 - San Gabriel
6448823.11109164,1814114.8996059,139,194976,"UGS PRIVATE SECURITY, INC.",,6820 LA TIJERA BLVD,STE 208B,LOS ANGELES,CA,90045-1937,2020/05/15 00:00:00+00,2022/03/03 00:00:00+00,Corporation,Services,No,No,Yes,No,Yes,District 2,SPA 5 - West
6533180.79769088,1875330.45532414,140,187781,SMALLBOARD.COM,,30 S SAN GABRIEL BLVD,STE 201,PASADENA,CA,91107-3750,2021/02/21 00:00:00+00,2023/01/31 00:00:00+00,Corporation,Services,Yes,No,No,No,Yes,District 5,SPA 3 - San Gabriel
6374695.4233893,1884050.82895948,141,194832,"BOX IT PLUS, LLC",,22543 VENTURA BLVD,STE 220,WOODLAND HLS,CA,91364-1403,2020/05/06 00:00:00+00,2022/05/06 00:00:00+00,Limited Liability Company,Services,Yes,No,No,No,Yes,District 3,SPA 2 - San Fernando
6456207.83943239,1845168.30239397,142,183566,NETCERNO,,5482 WILSHIRE BLVD,STE 267,LOS ANGELES,CA,90036,2019/11/13 00:00:00+00,2021/11/13 00:00:00+00,Limited Liability Company,Services,Yes,No,No,No,Yes,District 2,SPA 4 - Metro
6483382.01966397,1880284.43983872,143,156585,SCHWAB ENGINEERING & MANAGEMENT INC,,315 ARDEN AVE,STE 26,GLENDALE,CA,91203-1152,2020/11/01 00:00:00+00,2022/10/22 00:00:00+00,Corporation,Services,No,No,No,Yes,Yes,District 5,SPA 2 - San Fernando
6433625.60506938,1843751.67924298,144,198348,GABRIELLA AZZAM,"GABRIELLA AZZAM, PSY.D.",10350 SANTA MONICA BLVD,STE 310,LOS ANGELES,CA,90025-5075,2020/11/16 00:00:00+00,2022/11/30 00:00:00+00,,,No,Yes,No,No,Yes,District 3,SPA 5 - West
6485457.8160373,1838593.34310298,145,191594,ASTRODONICS LLC,,111 W 7TH ST,STE 308,LOS ANGELES,CA,90014-3934,2019/10/30 00:00:00+00,2022/08/29 00:00:00+00,Limited Liability Company,Services,No,No,No,Yes,Yes,District 1,SPA 4 - Metro
6537389.13999598,1879736.60235173,146,186692,JEN DESIGN,,630 N ROSEMEAD BLVD,STE 300,PASADENA,CA,91107-2138,2021/06/14 00:00:00+00,2023/06/30 00:00:00+00,,,Yes,Yes,No,No,Yes,District 5,SPA 3 - San Gabriel
6441441.82696971,1806201.47744064,147,46786,"PATTEN ENERGY ENTERPRISES, INC",,8939 S SEPULVEDA BLVD,STE 220,LOS ANGELES,CA,90045,2020/01/29 00:00:00+00,2022/01/29 00:00:00+00,Corporation,Services,Yes,No,No,No,Yes,District 2,SPA 5 - West
6462196.39405631,1757878.50190832,148,198934,HORIZON ENTERPRISES,,2390 CRENSHAW BLVD,STE 337,TORRANCE,CA,90501,2021/01/20 00:00:00+00,2023/01/31 00:00:00+00,Corporation,Retail,Yes,No,No,No,Yes,District 4,SPA 8 - South Bay
6440695.36094297,1846689.95912756,149,201587,"TAAR MOVING & MANAGEMENT SERVICES, INC.",,139 S BEVERLY DR,STE 331,BEVERLY HILLS,CA,90212-3020,2021/05/19 00:00:00+00,2023/05/31 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 3,SPA 5 - West
6521856.7629243,1877321.30009572,150,117040,SUMMIT CONSULTING  AND ENGINERRING INC,,300 N LAKE AVE,STE 320,PASADENA,CA,91101-5679,2020/01/27 00:00:00+00,2021/12/04 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 5,SPA 3 - San Gabriel
6441439.3017123,1806299.89653514,151,191878,KW COUPLES THERAPY,,8929 S SEPULVEDA BLVD,STE 410,LOS ANGELES,CA,90045-3634,2020/10/16 00:00:00+00,2022/10/31 00:00:00+00,Limited Liability Company,Services,Yes,Yes,Yes,No,Yes,District 2,SPA 5 - West
6484710.68334521,1879022.66611557,152,200051,NOVUS DESIGN STUDIO INC.,,620 N BRAND BLVD,STE 404,GLENDALE,CA,91203-1254,2021/03/04 00:00:00+00,2023/03/04 00:00:00+00,Corporation,Services,Yes,No,No,No,Yes,District 5,SPA 2 - San Fernando
6483388.53900789,1840424.79318023,153,527656,DAKOTA COMMUNICATIONS,,800 WILSHIRE BLVD,STE 410,LOS ANGELES,CA,90017-2618,2020/07/20 00:00:00+00,2022/07/31 00:00:00+00,Limited Liability Company,Services,Yes,No,Yes,No,Yes,District 1,SPA 4 - Metro
6473733.13705888,1771382.63172415,154,31658,G & C EQUIPMENT CORP,,879 W 190TH ST,STE 500,GARDENA,CA,90248-4225,2020/12/01 00:00:00+00,2022/11/20 00:00:00+00,Corporation,Retail,No,No,No,Yes,Yes,District 2,SPA 8 - South Bay
6440695.36094297,1846689.95912756,155,200488,GOODZEN CONSULTING SERVICSES,,139 S BEVERLY DR,STE 331,BEVERLY HILLS,CA,90212-3020,2021/03/05 00:00:00+00,2023/03/31 00:00:00+00,Corporation,Services,Yes,Yes,No,No,Yes,District 3,SPA 5 - West
6473733.13705888,1771382.63172415,156,31658,G & C EQUIPMENT CORP,,879 W 190TH ST,STE 500,GARDENA,CA,90248-4225,2021/02/09 00:00:00+00,2022/10/31 00:00:00+00,Corporation,Retail,Yes,No,No,No,Yes,District 2,SPA 8 - South Bay
6420977.39152072,1878679.96896631,157,199682,"MEET ME IN THE CLOUD, INC.",,15233 VENTURA BLVD,STE 500,SHERMAN OAKS,CA,91403-2231,2020/12/23 00:00:00+00,2022/12/31 00:00:00+00,Limited Liability Company,Services,Yes,No,No,No,Yes,District 3,SPA 2 - San Fernando
6422442.10118972,1841169.46918431,158,156583,LELAND SAYLOR ASSOCIATES,,11601 WILSHIRE BLVD,STE 500,LOS ANGELES,CA,90025-1741,2020/07/14 00:00:00+00,2022/03/31 00:00:00+00,Corporation,Services,No,No,No,Yes,Yes,District 3,SPA 5 - West
6485598.42172723,1837957.21281356,159,189316,"SAWANO ARCHITECTS, INC",,730 S LOS ANGELES ST,STE 501,LOS ANGELES,CA,90014-3418,2021/02/05 00:00:00+00,2023/02/28 00:00:00+00,Limited Liability Company,Contractors / Construction,Yes,No,No,No,Yes,District 1,SPA 4 - Metro
6463165.0003868,1797241.37790681,160,183938,AMERICAN EXECUTIVE PRIVATE SECURITY,,2930 W IMPERIAL HWY,STE 518,INGLEWOOD,CA,90303-3215,2021/03/04 00:00:00+00,2023/03/31 00:00:00+00,Corporation,Services,Yes,No,No,No,Yes,District 2,SPA 8 - South Bay
6441441.82696971,1806201.47744064,161,141067,THE NICKERSON COMPANY,,8939 S SEPULVEDA BLVD,STE 526,LOS ANGELES,CA,90045-3645,2020/09/10 00:00:00+00,2022/01/31 00:00:00+00,Corporation,Services,No,No,No,Yes,Yes,District 2,SPA 5 - West
6441441.82696971,1806201.47744064,162,141067,THE NICKERSON COMPANY,,8939 S SEPULVEDA BLVD,STE 526,LOS ANGELES,CA,90045-3645,2020/05/06 00:00:00+00,2022/05/06 00:00:00+00,Corporation,Services,Yes,No,Yes,No,Yes,District 2,SPA 5 - West
6485513.0619898,1840297.58805406,163,196263,DHE CORPORATION,,448 S HILL ST,STE 512,LOS ANGELES,CA,90013-1132,2020/12/23 00:00:00+00,2022/12/31 00:00:00+00,,,Yes,No,No,No,Yes,District 1,SPA 4 - Metro
6442904.20888747,1814288.8989298,164,179582,"THELESE CONSULTING GROUP, LLC",,6080 CENTER DR,STE 600,LOS ANGELES,CA,90045-1540,2020/11/10 00:00:00+00,2022/11/30 00:00:00+00,Corporation,Health Care,Yes,Yes,Yes,No,Yes,District 2,SPA 5 - West
6490889.99283697,2063202.98115315,165,200226,PURPLE PONY LOGISTICS,,42848 59TH ST W,STE 61,LANCASTER,CA,93536-5616,2021/05/12 00:00:00+00,2023/05/31 00:00:00+00,Corporation,Transportation,Yes,Yes,No,No,Yes,District 5,SPA 1 - Antelope Valley
6484607.50080881,1840480.78092915,166,184832,"NORTH STAR ALLIANCES, LLC",,520 S GRAND AVE,STE 600,LOS ANGELES,CA,90071-3023,2019/11/20 00:00:00+00,2021/11/20 00:00:00+00,Limited Liability Company,Services,Yes,No,Yes,No,Yes,District 1,SPA 4 - Metro
6443482.21494931,1846883.78912048,167,186443,BE SOCIAL PRODUCTIONS,,9100 WILSHIRE BLVD,STE 725E,BEVERLY HILLS,CA,90212-3431,2021/01/21 00:00:00+00,2023/01/31 00:00:00+00,Limited Liability Company,Services,Yes,Yes,No,No,Yes,District 3,SPA 5 - West
6429073.95275539,1807799.93913873,168,169934,"ARGUS ASSOCIATES, INC.",,8055 W MANCHESTER AVE,STE 730,PLAYA DEL REY,CA,90293-7992,2019/10/10 00:00:00+00,2021/10/10 00:00:00+00,Corporation,Services,No,Yes,Yes,No,Yes,District 2,SPA 5 - West
6455682.35032588,1878018.05952898,169,514491,KENNARD DESIGN GROUP,,10061 RIVERSIDE DR,STE 911,TOLUCA LAKE,CA,91602-2560,2020/06/14 00:00:00+00,2022/05/13 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 5,SPA 2 - San Fernando
6484063.43267122,1840614.24752572,170,158512,"MERRIWETHER & WILLIAMS INSURANCE SERVICES, INC.",,555 S HOPE ST,STE 650,LOS ANGELES,CA,90071-2603,2019/09/23 00:00:00+00,2021/09/23 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 1,SPA 4 - Metro
6594772.5324468,1832656.85628831,171,179485,DISTINCTIVETECH LLC,,18800 AMAR RD,STE A02,WALNUT,CA,91789-7100,2020/10/16 00:00:00+00,2022/10/16 00:00:00+00,,,Yes,No,No,No,Yes,District 1,SPA 3 - San Gabriel
6545697.92619988,1797698.47312123,172,138199,"QUALITY ENVIRONMENTAL, INC.",,13123 LAKELAND RD,STE A,SANTA FE SPRINGS,CA,90670,2021/02/22 00:00:00+00,2023/02/28 00:00:00+00,Corporation,Contractors / Construction,Yes,No,No,No,Yes,District 4,SPA 7 - East
6463316.39936222,1795010.24260531,173,190824,HANDS ON COMPUTER SERVICES,,2851 W 120TH ST,STE E-274,HAWTHORNE,CA,90250,2019/10/15 00:00:00+00,2021/10/31 00:00:00+00,Partnerships,Services,Yes,Yes,No,No,Yes,District 2,SPA 8 - South Bay
6418161.09105097,1833825.70270389,174,188291,STRATUM GROUP INTERNATIONAL,,2500 BROADWAY,STE F125,SANTA MONICA,CA,90404,2020/05/01 00:00:00+00,2022/03/31 00:00:00+00,,,No,No,No,Yes,Yes,District 3,SPA 5 - West
6516433.8485733,1875365.64554247,175,167670,THE ARROYO GROUP,,40 E COLORADO BLVD,STE B,PASADENA,CA,91105-1902,2019/12/19 00:00:00+00,2021/12/19 00:00:00+00,,,No,No,Yes,No,Yes,District 5,SPA 3 - San Gabriel
6411180.18604955,1976976.11620565,176,201239,GAVINA PLUMBING INC.,,26911 RUETHER AVE,STE N,SANTA CLARITA,CA,91351-6516,2021/05/05 00:00:00+00,2023/05/31 00:00:00+00,Corporation,Services,Yes,No,No,No,Yes,District 5,SPA 2 - San Fernando
6497009.59149013,1854208.0103644,177,195917,SMART INNOVATIVE INC,,3526 MARMION WAY,"STE, 411",LOS ANGELES,CA,90065,2020/05/14 00:00:00+00,2022/05/14 00:00:00+00,Corporation,Services,Yes,Yes,Yes,No,Yes,District 1,SPA 4 - Metro
6560514.63180263,1874160.41074823,178,194104,URBAN LINK CONTRUCTION,,911 S PRIMROSE AVE,STE I,MONROVIA,CA,91016-8403,2020/03/17 00:00:00+00,2022/03/17 00:00:00+00,Limited Liability Company,Contractors / Construction,Yes,No,No,No,Yes,District 5,SPA 3 - San Gabriel
6497009.59149013,1854208.0103644,179,195917,SMART INNOVATIVE INC,,3526 MARMION WAY,"STE, 411",LOS ANGELES,CA,90065,2020/05/05 00:00:00+00,2022/01/31 00:00:00+00,Corporation,Services,No,No,No,Yes,Yes,District 1,SPA 4 - Metro
6514252.77353914,1772362.75870089,180,171090,AMERICAN VETERAN SUPPLY COMPANY,,5881 OBISPO AVENUE,SUITE 106,LOS ANGELES,CA,90805,2019/09/20 00:00:00+00,2021/07/31 00:00:00+00,,,No,No,No,Yes,Yes,District 4,SPA 8 - South Bay
6424035.71217573,1811423.42992322,181,198848,UPLA STUDIO,,4572 VIA MARINA,APT 105,MARINA DL REY,CA,90292-7233,2020/10/16 00:00:00+00,2022/10/31 00:00:00+00,Partnerships,Services,No,Yes,Yes,No,Yes,District 2,SPA 5 - West
6603016.66786139,1848721.01051164,182,115946,"MCCORMICK-BUSSE, INC.",,957 SOUTH VILLAGE OAKS DRIVE,SUITE 100,COVINA,CA,91724,2021/05/05 00:00:00+00,2023/05/31 00:00:00+00,Corporation,Services,No,Yes,Yes,No,Yes,District 1,SPA 3 - San Gabriel
6399529.28349839,1898958.98516673,183,170513,ANDROMACH CORPORATION,THE ARTISTIC TOUCH,7625 RESEDA BLVD,SUITE 105,RESEDA,CA,91335-7401,2021/05/17 00:00:00+00,2024/03/10 00:00:00+00,,,Yes,No,Yes,No,Yes,District 3,SPA 2 - San Fernando
6486092.65367839,1839863.22901465,184,170262,"LOC, INC.",,453 S SPRING ST,SUITE 1126,LOS ANGELES,CA,90013,2021/04/09 00:00:00+00,2023/04/30 00:00:00+00,Corporation,Services,Yes,No,Yes,No,Yes,District 1,SPA 4 - Metro
6512864.84193181,1745810.06410298,185,164470,PMCS GROUP INC.,,2600 E. PACIFIC COAST HWY,SUITE 180,LONG BEACH,CA,90804,2019/10/08 00:00:00+00,2021/10/08 00:00:00+00,Corporation,Services,No,Yes,Yes,No,Yes,District 4,SPA 8 - South Bay
6575570.48390871,1817044.07353756,186,167484,TRILEK ELECTRIC INC,,16388 COLIMA RD,SUITE 206-G,HACIENDA HEIGHTS,CA,91745,2021/05/11 00:00:00+00,2023/05/31 00:00:00+00,Corporation,Contractors / Construction,Yes,No,No,No,Yes,District 1,SPA 3 - San Gabriel
